OBJECTID,spend_zips_ZCTA5CE10,spend_zips_AFFGEOID10,spend_zips_Shape_Leng,spend_zips_sourceCountry,spend_zips_ORIG_ID,spend_zips_aggregationMethod,spend_zips_populationToPolygonSizeRating,spend_zips_apportionmentConfidence,spend_zips_HasData,spend_zips_med_inc,spend_zips_bought_car,spend_zips_child_spent,spend_zips_poli_dem,spend_zips_poli_rep,spend_zips_disp_inc,spend_zips_BACHDEG_CY,spend_zips_rel_club,spend_zips_bar_spend,spend_zips_MALES_CY,spend_zips_FEMALES_CY,spend_zips_MARRIED_CY,spend_zips_food_percapita,spend_zips_health_percapita,LAzips_ZIP_CODE,LAzips_PO_NAME,LAzips_STATE,LAzips_POPULATION,LAzips_SQMI,LAzips_Shape__Area,LAzips_Shape__Length,Shape_Length,Shape_Area,Republican
198,70397,8600000US70397,85031.80324,US,198,BlockApportionment:US.BlockGroups,2.191,2.576,1,38489,153,107,299,240,47174,55,40,86,667,675,638,2380.355225,1182.646362,70397,Theriot,LA,1298,532.48,0.12813872,5.652786166,85031.80328,158753868.7,
199,70117,8600000US70117,20659.27017,US,199,BlockApportionment:US.BlockGroups,2.191,2.576,1,24790,1995,1388,12314,2007,33389,3018,877,3225,13675,14187,5591,1854.944946,805.5144653,70117,New Orleans,LA,27188,6.17,0.001493268,0.166200751,20659.27027,21603611.78,
200,70532,8600000US70532,135032.1184,US,200,BlockApportionment:US.BlockGroups,2.191,2.576,1,43465,355,235,674,514,48852,154,64,222,1504,1267,889,2465.161621,1231.062988,70532,Elton,LA,3051,92.16,0.022423658,0.900570553,135032.118,341945414.4,
201,71065,8600000US71065,98892.84983,US,201,BlockApportionment:US.BlockGroups,2.191,2.576,1,34156,166,105,301,230,54505,107,29,99,629,623,454,3256.133301,1625.825073,71065,Pleasant Hill,LA,1275,62.28,0.015363598,0.688630698,98892.84972,205512687.6,
202,70769,8600000US70769,96395.70867,US,202,BlockApportionment:US.BlockGroups,2.191,2.576,1,87878,4560,3487,7806,11308,78111,7359,1242,6550,21986,22233,20085,3507.385742,1546.842651,70769,Prairieville,LA,43441,44.52,0.010807337,0.639624794,96395.70895,170991532,
203,70518,8600000US70518,77120.42768,US,203,BlockApportionment:US.BlockGroups,2.191,2.576,1,64576,1669,994,2623,3582,69852,1932,407,1727,7406,7525,6104,3579.462891,1610.178467,70518,Broussard,LA,15003,34.29,0.008313922,0.566900687,77120.42789,145619591.1,
204,71247,8600000US71247,18787.77281,US,204,BlockApportionment:US.BlockGroups,2.191,2.576,1,35194,149,76,269,246,38850,74,36,132,566,603,563,,,,,,,,,,18787.77281,10613506.94,
205,70732,8600000US70732,59951.69051,US,205,BlockApportionment:US.BlockGroups,2.191,2.576,1,44698,159,76,241,366,49355,70,24,137,664,694,576,2500.69751,1186.248901,70732,Fordoche,LA,1346,88.19,0.021485776,0.754726323,59951.69032,147429963.7,
206,70442,8600000US70442,29346.18485,US,206,BlockApportionment:US.BlockGroups,2.191,2.576,1,45040,35,15,49,76,53026,4,5,28,154,144,120,5521.420898,2618.322266,70442,Husser,LA,152,11.86,0.002890884,0.33715518,29346.18485,23925884.03,
207,70816,8600000US70816,58903.49121,US,207,BlockApportionment:US.BlockGroups,2.191,2.576,1,51578,4896,2846,10680,8222,56741,7825,1215,6387,20801,22700,14486,3267.846191,1340.075562,70816,Baton Rouge,LA,42969,16.31,0.003968792,0.414696713,58903.49076,56682166.16,
208,71279,8600000US71279,2004.26645,US,208,BlockApportionment:US.BlockGroups,2.191,2.576,1,36917,8,4,11,8,45286,4,1,4,22,23,19,,,,,,,,,,2004.266501,186288.4757,
209,70785,8600000US70785,112537.1035,US,209,BlockApportionment:US.BlockGroups,2.191,2.576,1,58679,2533,1446,4035,5876,57593,2140,680,2490,12016,12142,9776,2863.93042,1283.27002,70785,Walker,LA,22906,93.73,0.022823442,1.124527153,112537.1037,337153884.2,
210,70039,8600000US70039,36296.02246,US,210,BlockApportionment:US.BlockGroups,2.191,2.576,1,45980,261,150,657,529,53483,202,94,270,1323,1483,909,1987.700562,905.2609863,70039,Boutte,LA,3353,12.26,0.002966281,0.297897562,36296.02214,41979911.1,
211,70591,8600000US70591,179354.9064,US,211,BlockApportionment:US.BlockGroups,2.191,2.576,1,36537,641,426,1053,1197,44282,311,144,459,2715,2815,2098,2277.380859,1127.990356,70591,Welsh,LA,5373,143.38,0.034811939,1.220216152,179354.9068,596165632.8,
212,70645,8600000US70645,110279.0296,US,212,BlockApportionment:US.BlockGroups,2.191,2.576,1,48204,160,115,190,424,63912,77,41,109,792,694,892,3668.279541,1857.203003,70645,Hackberry,LA,1453,195.77,0.047391037,1.112504697,110279.0295,559945270.2,
213,70114,8600000US70114,20297.47999,US,213,BlockApportionment:US.BlockGroups,2.191,2.576,1,33823,1946,1198,9378,1785,40794,1915,779,2633,11118,12898,5685,2140.783691,914.666687,70114,New Orleans,LA,23542,5.86,0.001418422,0.180960026,20297.47983,19369140.25,
214,70501,8600000US70501,39946.95077,US,214,BlockApportionment:US.BlockGroups,2.191,2.576,1,29338,2320,1657,12998,3115,37350,2415,998,3299,16136,17140,7444,1796.270752,797.140625,70501,Lafayette,LA,33396,14.6,0.003544421,0.285969832,39946.95072,54575814.59,
215,71250,8600000US71250,116749.305,US,215,BlockApportionment:US.BlockGroups,2.191,2.576,1,32935,27,15,36,39,39335,13,6,11,91,93,84,3347.447754,1667.828369,71250,Jones,LA,134,91.81,0.022934552,1.007888837,116749.3054,356371881.8,
216,71452,8600000US71452,50311.81664,US,216,BlockApportionment:US.BlockGroups,2.191,2.576,1,32438,10,5,13,11,36706,6,2,3,29,33,23,,,,,,,,,,50311.81619,41279091.1,
217,70030,8600000US70030,71011.51729,US,217,BlockApportionment:US.BlockGroups,2.191,2.576,1,53605,535,355,794,1261,55124,199,147,524,2557,2454,2154,2798.62915,1333.094727,70030,Des Allemands,LA,4654,108.17,0.026139509,0.987580822,71011.51704,126837501.1,
218,70640,8600000US70640,10552.79253,US,218,BlockApportionment:US.BlockGroups,2.191,2.576,1,52068,36,24,69,53,51947,10,7,23,153,136,124,,,,,,,,,,10552.79273,4057302.177,
219,70353,8600000US70353,58536.0057,US,219,BlockApportionment:US.BlockGroups,2.191,2.576,1,35645,159,106,296,237,38654,34,39,85,723,696,501,1768.14563,878.1519775,70353,Dulac,LA,1421,330.78,0.079517184,14.99691109,58536.00578,88957805.12,
220,70047,8600000US70047,29001.51886,US,220,BlockApportionment:US.BlockGroups,2.191,2.576,1,77813,1451,1002,2855,2960,74215,2154,385,2038,6616,6799,5814,3333.514648,1489.562378,70047,Destrehan,LA,13375,13,0.003147582,0.351955078,29001.51865,37546956.23,
221,71350,8600000US71350,64676.32704,US,221,BlockApportionment:US.BlockGroups,2.191,2.576,1,31331,441,285,1078,775,39197,235,117,438,2087,2131,1653,1929.028687,934.4503784,71350,Mansura,LA,4434,36.29,0.008882797,0.550881368,64676.3275,124346703.3,
222,71407,8600000US71407,53789.83554,US,222,BlockApportionment:US.BlockGroups,2.191,2.576,1,50090,108,51,164,254,45959,36,17,93,508,495,596,2177.499512,1032.59668,71407,Bentley,LA,947,14.61,0.003593809,0.573341878,53789.83556,49363865.6,
223,71465,8600000US71465,255159.1988,US,223,BlockApportionment:US.BlockGroups,2.191,2.576,1,37692,403,258,736,569,43959,172,71,244,1558,1590,1534,1988.82373,993.3848877,71465,Olla,LA,3726,272.69,0.067323057,2.161850575,255159.1988,818773166.7,
224,70363,8600000US70363,110107.3164,US,224,BlockApportionment:US.BlockGroups,2.191,2.576,1,41317,2488,1696,6665,4158,46843,987,687,2548,13690,13102,9547,2026.781982,934.43396,70363,Houma,LA,26778,84.91,0.02046131,0.837895007,110107.3163,273759312.7,
225,70733,8600000US70733,50577.68448,US,225,BlockApportionment:US.BlockGroups,2.191,2.576,1,52659,209,95,305,471,64099,85,31,172,897,892,731,3439.263916,1630.939941,70733,French Settlement,LA,1765,11.52,0.002799289,0.47964265,50577.68495,37236661.36,
226,71034,8600000US71034,19117.83882,US,226,BlockApportionment:US.BlockGroups,2.191,2.576,1,48929,37,25,72,55,52900,15,7,24,146,146,141,2503.890869,1250.403076,71034,Hall Summit,LA,330,5.53,0.001370042,0.164160295,19117.83916,12169907.81,
227,70807,8600000US70807,65656.62319,US,227,BlockApportionment:US.BlockGroups,2.191,2.576,1,23761,859,859,10017,645,30197,1011,694,1794,9951,9887,3429,1214.061646,539.9483032,70807,Baton Rouge,LA,18032,34.65,0.008437031,0.708777225,65656.62311,104107908.3,
228,71237,8600000US71237,160157.0496,US,228,BlockApportionment:US.BlockGroups,2.191,2.576,1,35438,157,143,400,327,40092,71,42,133,941,654,561,1934.936157,966.4705811,71237,Epps,LA,1394,44.51,0.011074674,0.858861116,160157.0498,237548993.4,
229,71362,8600000US71362,88879.17287,US,229,BlockApportionment:US.BlockGroups,2.191,2.576,1,40887,247,139,342,599,50451,96,47,192,1152,1185,949,2136.819336,1042.445313,71362,Plaucheville,LA,2713,87.19,0.021300959,1.070785268,88879.17281,182191825.9,
230,71129,8600000US71129,94455.66209,US,230,BlockApportionment:US.BlockGroups,2.191,2.576,1,41719,1478,805,3074,2581,47395,1586,392,1699,6307,7069,4154,2650.717041,1092.994751,71129,Shreveport,LA,13387,44.18,0.010967195,0.853288257,94455.66143,165631014.4,
231,70783,8600000US70783,66126.11546,US,231,BlockApportionment:US.BlockGroups,2.191,2.576,1,52251,316,174,519,664,60047,257,62,319,1362,1382,811,3466.603271,1688.043701,70783,Ventress,LA,2654,32.07,0.007821055,0.539790802,66126.11495,76584270.75,
232,71110,8600000US71110,55271.24845,US,232,BlockApportionment:US.BlockGroups,2.191,2.576,1,40124,296,155,583,526,47258,253,66,612,1902,1299,1037,1486.212036,514.1081543,71110,Barksdale AFB,LA,3189,13.19,0.003278727,0.333829109,55271.24825,125152021.1,
233,71316,8600000US71316,77301.89369,US,233,BlockApportionment:US.BlockGroups,2.191,2.576,1,35000,6,3,5,11,42433,4,1,3,21,19,21,9002.642578,4557.928711,71316,Acme,LA,14,40.28,0.009878704,0.630833526,77301.89417,161342808.2,
234,71079,8600000US71079,100597.856,US,234,BlockApportionment:US.BlockGroups,2.191,2.576,1,23870,34,25,72,55,31774,11,7,24,134,150,102,1683.373047,840.6500244,71079,Summerfield,LA,260,33.2,0.00828925,0.674437946,100597.8561,124250559,
235,71427,8600000US71427,50623.54902,US,235,BlockApportionment:US.BlockGroups,2.191,2.576,1,37670,56,34,82,92,39851,32,15,25,217,218,134,2895.220947,1440.223877,71427,Flatwoods,LA,335,10.64,0.002611662,0.322798615,50623.54868,56245341.77,
236,71234,8600000US71234,130468.3197,US,236,BlockApportionment:US.BlockGroups,2.191,2.576,1,51089,502,268,666,1151,56727,419,92,393,2094,2132,2156,3075.919922,1493.89563,71234,Downsville,LA,4223,121.16,0.030158437,1.128299187,130468.3195,438745634.8,
237,70729,8600000US70729,73535.84034,US,237,BlockApportionment:US.BlockGroups,2.191,2.576,1,55520,120,71,183,304,54837,56,32,122,565,576,492,2818.016357,1284.849243,70729,Erwinville,LA,1041,21.46,0.005224134,0.562753946,73535.84005,77013474.18,
238,70575,8600000US70575,1432.056177,US,238,BlockApportionment:US.BlockGroups,2.191,2.576,1,60495,8,4,13,10,75225,5,1,4,27,27,24,,,,,,,,,,1432.05621,105841.4532,
239,70075,8600000US70075,17227.87609,US,239,BlockApportionment:US.BlockGroups,2.191,2.576,1,59994,515,406,990,1089,58445,422,146,616,2656,2619,1885,2338.772949,1005.899597,70075,Meraux,LA,5548,19.92,0.00482331,0.366899386,17227.87614,11813960.29,
240,70031,8600000US70031,16003.58286,US,240,BlockApportionment:US.BlockGroups,2.191,2.576,1,53319,160,106,193,402,55830,154,65,228,715,732,504,2604.25293,1256.381958,70031,Ama,LA,1534,81.06,0.019594619,0.862348104,16003.58268,12209412.24,
241,70819,8600000US70819,24944.10538,US,241,BlockApportionment:US.BlockGroups,2.191,2.576,1,52715,499,376,1157,696,52702,511,118,580,2407,2604,1639,2344.885986,1015.449707,70819,Baton Rouge,LA,5088,4.93,0.001199494,0.182453832,24944.10519,20480096.26,
242,71073,8600000US71073,69259.53353,US,242,BlockApportionment:US.BlockGroups,2.191,2.576,1,36795,300,152,452,552,41200,201,59,190,1197,1187,859,2148.739746,1037.339478,71073,Sibley,LA,2386,32.31,0.008033114,0.553502783,69259.53403,122018331.9,
243,71253,8600000US71253,8853.592585,US,243,BlockApportionment:US.BlockGroups,2.191,2.576,1,32604,35,20,57,44,36973,6,5,19,116,131,102,,,,,,,,,,8853.592773,3670660.795,
244,70372,8600000US70372,59172.12082,US,244,BlockApportionment:US.BlockGroups,2.191,2.576,1,41318,299,145,448,628,50183,172,52,223,1229,1267,1122,2837.478027,1355.636475,70372,Labadieville,LA,2209,29.73,0.00718305,0.688793066,59172.12059,101298217.3,
245,70049,8600000US70049,55181.81224,US,245,BlockApportionment:US.BlockGroups,2.191,2.576,1,34064,241,156,953,276,39383,291,103,180,1177,1420,758,1913.412231,915.1162109,70049,Edgard,LA,2496,79.93,0.01935446,0.91775774,55181.81257,63371525.01,
246,70050,8600000US70050,12904.18462,US,246,BlockApportionment:US.BlockGroups,2.191,2.576,1,43708,10,5,15,14,49289,0,2,4,40,35,31,,,,,,,,,,12904.18478,1998132.428,
247,70051,8600000US70051,35639.59252,US,247,BlockApportionment:US.BlockGroups,2.191,2.576,1,35527,219,122,680,441,40840,100,54,225,1188,1322,894,1693.561035,792.4302979,70051,Garyville,LA,2747,45.5,0.011030647,0.568728695,35639.59253,31085166.35,
248,70037,8600000US70037,133789.8011,US,248,BlockApportionment:US.BlockGroups,2.191,2.576,1,61828,1685,1078,3113,3631,63398,1511,369,2300,8087,8162,7299,2836.350098,1231.772705,70037,Belle Chasse,LA,16275,67.2,0.01623567,0.961690379,133789.8011,233373265.8,
249,70038,8600000US70038,22585.07029,US,249,BlockApportionment:US.BlockGroups,2.191,2.576,1,50175,52,27,93,76,49188,19,13,33,249,203,184,,,,,,,,,,22585.07037,4765658.193,
250,70002,8600000US70002,14313.14507,US,250,BlockApportionment:US.BlockGroups,2.191,2.576,1,57232,2032,1240,5274,4086,69848,3265,607,2764,9650,9629,7615,4341.849609,1848.574829,70002,Metairie,LA,19290,3.23,0.00078147,0.126808036,14313.14505,11927931.43,
251,71021,8600000US71021,9434.717849,US,251,BlockApportionment:US.BlockGroups,2.191,2.576,1,20483,71,43,277,65,27324,41,25,52,344,394,282,,,,,,,,,,9434.71775,2565820.693,
252,70359,8600000US70359,29792.07548,US,252,BlockApportionment:US.BlockGroups,2.191,2.576,1,46450,908,480,1634,1791,50547,610,226,835,4466,4585,3370,2225.218994,980.1375732,70359,Gray,LA,9197,13.72,0.003313518,0.344961644,29792.07525,32821823.37,
253,70524,8600000US70524,23339.11774,US,253,BlockApportionment:US.BlockGroups,2.191,2.576,1,28415,37,17,54,84,38753,13,5,31,156,169,141,,,,,,,,,,23339.11798,13272017.93,
254,70611,8600000US70611,104963.6719,US,254,BlockApportionment:US.BlockGroups,2.191,2.576,1,66443,2167,1355,3132,5514,67265,2301,582,2448,9928,10394,9953,3093.092285,1429.225586,70611,Lake Charles,LA,20903,85.67,0.020815914,0.929603958,104963.672,291204794.5,
255,70555,8600000US70555,90410.22362,US,255,BlockApportionment:US.BlockGroups,2.191,2.576,1,59036,919,597,1436,2346,63687,642,288,985,4428,4437,3532,3034.614502,1367.05835,70555,Maurice,LA,9074,49.05,0.011890682,0.8017657,90410.22295,171994403.2,
256,71378,8600000US71378,78437.27994,US,256,BlockApportionment:US.BlockGroups,2.191,2.576,1,31388,341,207,580,467,40430,114,79,164,1196,1404,850,2374.263916,1178.94104,71378,Wisner,LA,2376,49.46,0.012217977,0.58176109,78437.28012,188126139.7,
257,71256,8600000US71256,112923.1076,US,257,BlockApportionment:US.BlockGroups,2.191,2.576,1,36046,83,52,144,118,39576,32,22,39,305,349,258,1547.679199,766.8938599,71256,Lillie,LA,848,51.08,0.012758449,0.725918578,112923.1077,185584594.4,
258,71109,8600000US71109,33489.14231,US,258,BlockApportionment:US.BlockGroups,2.191,2.576,1,23635,1396,917,9790,1086,31578,953,739,1908,9850,11577,4405,1545.643311,685.4952393,71109,Shreveport,LA,21531,12.83,0.003185428,0.307233347,33489.14232,50509606.39,
259,71425,8600000US71425,79630.86953,US,259,BlockApportionment:US.BlockGroups,2.191,2.576,1,42775,30,19,54,41,51021,18,5,18,111,108,132,3190.159668,1593.117432,71425,Enterprise,LA,213,16.66,0.004112622,0.439548557,79630.86995,136771944.9,
260,70128,8600000US70128,21905.67592,US,260,BlockApportionment:US.BlockGroups,2.191,2.576,1,44238,1788,1218,5285,3295,47856,1871,585,2356,8963,10394,5343,2207.555908,965.9172974,70128,New Orleans,LA,18380,5.04,0.001221895,0.160095515,21905.67598,20919210.43,
261,71202,8600000US71202,142218.319,US,261,BlockApportionment:US.BlockGroups,2.191,2.576,1,25397,1630,1139,12292,1754,31077,1045,935,2481,14576,14798,5059,1240.320313,545.2391968,71202,Monroe,LA,29295,118.62,0.029446778,1.194732971,142218.3188,430442379.4,
262,70646,8600000US70646,30720.14473,US,262,BlockApportionment:US.BlockGroups,2.191,2.576,1,56489,86,56,103,214,58661,73,24,110,378,373,292,,,,,,,,,,30720.14423,24794615.88,
263,71071,8600000US71071,90793.57663,US,263,BlockApportionment:US.BlockGroups,2.191,2.576,1,42545,337,218,568,565,46072,274,80,265,1330,1369,1272,1600.333984,791.87677,71071,Sarepta,LA,4042,42.32,0.010573203,0.788632137,90793.57626,180516163.7,
264,71072,8600000US71072,93287.99455,US,264,BlockApportionment:US.BlockGroups,2.191,2.576,1,48996,177,118,261,355,52552,148,38,112,755,755,707,3123.63501,1571.773438,71072,Shongaloo,LA,1373,90.37,0.022573484,0.731344681,93287.99468,362878460.5,
265,70756,8600000US70756,45272.60392,US,265,BlockApportionment:US.BlockGroups,2.191,2.576,1,43215,53,24,77,119,48052,11,8,43,213,225,226,3259.967529,1545.914429,70756,Lottie,LA,339,45.23,0.011006083,0.610178119,45272.60405,49397628.2,
266,70654,8600000US70654,45207.68036,US,266,BlockApportionment:US.BlockGroups,2.191,2.576,1,46478,21,9,28,44,51164,17,3,16,90,86,56,480.6481934,227.9292297,70654,Mittie,LA,975,29.41,0.007176047,0.82639794,45207.68058,79654300.25,
267,70820,8600000US70820,38648.86751,US,267,BlockApportionment:US.BlockGroups,2.191,2.576,1,25559,1845,1208,4921,3936,41257,2320,573,5381,10776,9688,4024,2460.931152,842.2235718,70820,Baton Rouge,LA,20412,21.99,0.005344802,0.324331109,38648.86748,76286508.64,
268,70749,8600000US70749,66128.00952,US,268,BlockApportionment:US.BlockGroups,2.191,2.576,1,55283,203,129,278,476,68461,139,50,186,831,833,681,6563.587891,3364.765137,70749,Jarreau,LA,1111,22.36,0.00544487,0.448889654,66128.00911,93472336.33,
269,71461,8600000US71461,13481.25727,US,269,BlockApportionment:US.BlockGroups,2.191,2.576,1,40605,259,158,432,562,46137,223,68,287,1170,1281,987,2327.201904,1022.261658,71461,New Llano,LA,2396,2.42,0.000591211,0.152661609,13481.25737,6477828.787,
270,70752,8600000US70752,42575.88294,US,270,BlockApportionment:US.BlockGroups,2.191,2.576,1,51628,105,51,150,241,51951,53,18,93,466,426,354,2800.737793,1330.925415,70752,Lakeland,LA,858,7.07,0.001722159,0.283673395,42575.88272,33223984.24,
271,70744,8600000US70744,172726.2035,US,271,BlockApportionment:US.BlockGroups,2.191,2.576,1,50584,754,368,1166,1732,52853,485,117,637,3473,3379,2682,2619.538086,1245.674927,70744,Holden,LA,6696,103.28,0.025149458,1.272289379,172726.2035,368823606.2,
272,70747,8600000US70747,46335.59789,US,272,BlockApportionment:US.BlockGroups,2.191,2.576,1,39912,18,13,28,41,43296,10,5,11,89,93,63,,,,,,,,,,46335.59787,19708049.26,
273,71325,8600000US71325,118230.9158,US,273,BlockApportionment:US.BlockGroups,2.191,2.576,1,38459,177,99,283,274,43859,105,39,93,698,686,487,2597.694336,1273.661255,71325,Cheneyville,LA,1240,63.59,0.015558993,0.713615413,118230.915,307528782.8,
274,70734,8600000US70734,71108.38943,US,274,BlockApportionment:US.BlockGroups,2.191,2.576,1,72800,900,776,1508,1829,69118,1139,242,1122,4262,4444,3910,2961.718506,1260.282104,70734,Geismar,LA,8517,30.95,0.007513761,0.516681992,71108.38957,108336644.6,
275,70802,8600000US70802,36447.84532,US,275,BlockApportionment:US.BlockGroups,2.191,2.576,1,22633,1912,1377,11740,2332,30127,2193,869,4087,13727,13994,4708,1637.65271,674.4418335,70802,Baton Rouge,LA,27378,8,0.001944584,0.274915735,36447.84487,30902732.06,
276,71225,8600000US71225,97006.24444,US,276,BlockApportionment:US.BlockGroups,2.191,2.576,1,53986,845,470,1248,2093,61281,655,183,855,3818,4021,3831,3130.858398,1464.0177,71225,Calhoun,LA,7397,60.59,0.015056953,0.808769076,97006.24424,213548948.3,
277,70581,8600000US70581,67892.33936,US,277,BlockApportionment:US.BlockGroups,2.191,2.576,1,45063,102,75,141,282,51818,61,31,144,484,480,524,2185.864502,1026.500488,70581,Roanoke,LA,981,21.78,0.005287337,0.471174466,67892.33949,83840912.38,
278,71023,8600000US71023,68729.16216,US,278,BlockApportionment:US.BlockGroups,2.191,2.576,1,44059,410,239,637,840,47159,140,81,382,1755,1793,1478,2464.539063,1193.11377,71023,Doyline,LA,3734,52.95,0.01315066,0.581738171,68729.16206,198183349.5,
279,70433,8600000US70433,94347.40684,US,279,BlockApportionment:US.BlockGroups,2.191,2.576,1,64053,4084,2756,8953,9028,70829,7049,1285,5398,19552,19906,16646,3657.665771,1671.944458,70433,Covington,LA,37302,45.23,0.011005847,0.717109308,94347.40769,174090332.6,
280,70592,8600000US70592,81007.61221,US,280,BlockApportionment:US.BlockGroups,2.191,2.576,1,75786,2681,1869,4263,6155,71281,4034,735,3251,12409,12696,9927,3447.833252,1517.973389,70592,Youngsville,LA,24436,36.76,0.008906949,0.645081303,81007.61186,144340464.6,
281,71480,8600000US71480,32484.2995,US,281,BlockApportionment:US.BlockGroups,2.191,2.576,1,40493,87,121,346,264,43816,54,33,114,863,432,411,,,,,,,,,,32484.2995,18379905.62,
282,71459,8600000US71459,40216.51346,US,282,BlockApportionment:US.BlockGroups,2.191,2.576,1,43510,1240,549,2066,1866,43106,1044,235,2171,6701,5135,5451,1503.897583,520.2258301,71459,Fort Polk,LA,11890,42.18,0.010323424,0.572712046,40216.51385,32856031.11,
283,70815,8600000US70815,26131.41511,US,283,BlockApportionment:US.BlockGroups,2.191,2.576,1,48853,2858,2081,7406,5906,54032,3728,873,4052,14581,15770,9822,2593.735596,1127.67688,70815,Baton Rouge,LA,29734,9.66,0.002349016,0.232709757,26131.41533,33477637.13,
284,70817,8600000US70817,67284.6747,US,284,BlockApportionment:US.BlockGroups,2.191,2.576,1,86684,3926,2686,7175,8462,80537,7340,1074,5475,16382,17394,15549,3955.639404,1758.282104,70817,Baton Rouge,LA,34631,25.7,0.006247066,0.523821781,67284.67442,91049291.22,
285,70818,8600000US70818,46375.77186,US,285,BlockApportionment:US.BlockGroups,2.191,2.576,1,62655,1115,817,2045,2574,63965,1092,292,1586,4987,5178,4768,3075.281494,1411.627319,70818,Baton Rouge,LA,10097,14,0.003408502,0.361732741,46375.7713,50746990.73,
286,70583,8600000US70583,88353.13648,US,286,BlockApportionment:US.BlockGroups,2.191,2.576,1,42172,1406,799,2598,2415,49402,1099,283,1327,6251,6570,4604,2528.366943,1152.554443,70583,Scott,LA,12736,27.58,0.006697173,0.810888488,88353.13574,96657519.15,
287,71322,8600000US71322,195223.5232,US,287,BlockApportionment:US.BlockGroups,2.191,2.576,1,30925,666,450,1547,1228,39509,481,176,616,3259,3343,2282,1929.281616,931.1924438,71322,Bunkie,LA,6568,197.83,0.048327172,1.377890693,195223.5226,633197192.2,
288,70112,8600000US70112,8803.336261,US,288,BlockApportionment:US.BlockGroups,2.191,2.576,1,35116,338,264,2028,515,54584,737,124,921,2496,2362,684,4129.921875,1557.169067,70112,New Orleans,LA,4412,0.82,0.000198632,0.067591431,8803.336489,3034369.115,
289,70811,8600000US70811,51340.76675,US,289,BlockApportionment:US.BlockGroups,2.191,2.576,1,43690,1188,700,5717,1350,45941,1109,542,1435,6531,7641,4175,2054.656738,948.986084,70811,Baton Rouge,LA,14019,11.75,0.002859886,0.415476226,51340.76639,41003801.52,
290,70755,8600000US70755,65986.82499,US,290,BlockApportionment:US.BlockGroups,2.191,2.576,1,56526,269,144,407,643,56860,146,50,266,1162,1238,1045,2662.397217,1260.71228,70755,Livonia,LA,2450,27.26,0.006641173,0.629219996,65986.82496,84836746.78,
291,70763,8600000US70763,31335.06918,US,291,BlockApportionment:US.BlockGroups,2.191,2.576,1,66301,427,322,674,1064,69174,340,130,648,2046,2082,1931,3136.461182,1423.95166,70763,Paulina,LA,4076,42.91,0.010401101,0.498186252,31335.069,41943807.52,
292,70552,8600000US70552,63816.12684,US,292,BlockApportionment:US.BlockGroups,2.191,2.576,1,50485,212,125,375,416,61140,56,37,163,931,930,736,4897.783203,2381.598145,70552,Loreauville,LA,1222,23.08,0.005594415,0.449874427,63816.12729,63134217.97,
293,70757,8600000US70757,143712.5161,US,293,BlockApportionment:US.BlockGroups,2.191,2.576,1,37090,409,232,671,750,42606,189,97,245,1660,1762,1292,2358.305908,1145.007813,70757,Maringouin,LA,3060,91.26,0.022197405,1.204717459,143712.516,171908200.5,
294,71474,8600000US71474,61042.48107,US,294,BlockApportionment:US.BlockGroups,2.191,2.576,1,45793,76,35,105,168,50704,45,12,59,316,323,308,,,,,,,,,,61042.48068,81116684.15,
295,70531,8600000US70531,71336.93489,US,295,BlockApportionment:US.BlockGroups,2.191,2.576,1,41167,174,122,349,266,45146,66,33,115,725,704,650,2833.473145,1414.991455,70531,Egan,LA,1171,23.66,0.00573989,0.474043837,71336.93458,98008189.16,
296,70759,8600000US70759,62660.06943,US,296,BlockApportionment:US.BlockGroups,2.191,2.576,1,38396,159,109,409,271,44424,87,40,206,817,809,597,4268.285156,2027.237915,70759,Morganza,LA,870,52.16,0.012722333,0.658463733,62660.06928,164001045,
297,70760,8600000US70760,86002.74605,US,297,BlockApportionment:US.BlockGroups,2.191,2.576,1,31838,596,389,2731,731,43773,604,211,663,3426,3856,1986,2513.42041,1172.091064,70760,New Roads,LA,6790,30.45,0.00742557,0.47995201,86002.7457,135493896.4,
298,71462,8600000US71462,96871.68205,US,298,BlockApportionment:US.BlockGroups,2.191,2.576,1,34497,194,125,358,274,50845,94,34,118,788,722,632,2126.495605,1062.036133,71462,Noble,LA,2050,60.62,0.014933143,0.805883016,96871.68187,160797149.4,
299,70533,8600000US70533,99065.11657,US,299,BlockApportionment:US.BlockGroups,2.191,2.576,1,43595,862,456,1404,1817,48898,536,140,687,3726,3927,2815,2600.780518,1249.629761,70533,Erath,LA,7081,116.39,0.028148489,1.245110786,99065.11681,277921372.2,
300,70534,8600000US70534,50586.69841,US,300,BlockApportionment:US.BlockGroups,2.191,2.576,1,50000,113,81,232,177,50658,60,22,76,499,476,371,-24195.38477,-12082.78809,70534,Estherwood,LA,-99,1.49,0.000361206,0.1309152,50586.69887,33886417.21,
301,70753,8600000US70753,76092.68726,US,301,BlockApportionment:US.BlockGroups,2.191,2.576,1,37833,111,62,170,144,38507,5,29,40,397,407,288,2780.143555,1373.757935,70753,Lettsworth,LA,599,84.52,0.020662523,0.683781752,76092.68702,258904529.1,
302,70761,8600000US70761,112055.8124,US,302,BlockApportionment:US.BlockGroups,2.191,2.576,1,32222,101,55,316,107,40511,84,38,60,435,453,333,1811.751221,872.3026733,70761,Norwood,LA,1021,59.92,0.014649137,1.10384861,112055.8128,220428519.5,
